n°visita,Edad,idjumper,tiempo,fecha,hora
8,20,4,60,14-12-2018,12:00:00 a. m.
9,28,5,30,14-12-2018,12:00:00 a. m.
10,23,3,90,14-12-2018,12:00:00 a. m.
11,37,6,60,14-12-2018,12:00:00 a. m.
12,23,3,30,14-12-2018,12:00:00 a. m.
