n°visita,Edad,idjumper,tiempo,fecha,hora
5,23,3,60,13-12-2018,12:00:00 a. m.
7,23,3,60,13-12-2018,12:00:00 a. m.
8,20,4,60,14-12-2018,12:00:00 a. m.
9,28,5,30,14-12-2018,12:00:00 a. m.
10,23,3,90,14-12-2018,12:00:00 a. m.
11,37,6,60,14-12-2018,12:00:00 a. m.
12,23,3,30,14-12-2018,12:00:00 a. m.
13,23,3,60,15-12-2018,12:00:00 a. m.
14,37,6,60,15-12-2018,12:00:00 a. m.
15,24,7,60,15-12-2018,12:00:00 a. m.
16,62,2,30,15-12-2018,12:00:00 a. m.
17,28,5,30,15-12-2018,12:00:00 a. m.
