n°visita,Edad,idjumper,tiempo,fecha,hora
632,6,35811,30,29-12-2018,4:47:12 p. m.
633,26,35812,60,29-12-2018,4:51:39 p. m.
634,27,35813,60,29-12-2018,4:51:39 p. m.
635,7,35814,30,29-12-2018,4:57:53 p. m.
636,9,21424,60,29-12-2018,5:00:56 p. m.
637,14,35815,60,29-12-2018,5:03:06 p. m.
638,14,35816,60,29-12-2018,5:03:06 p. m.
639,14,35817,60,29-12-2018,5:03:06 p. m.
640,14,35818,60,29-12-2018,5:03:06 p. m.
641,3,35819,60,29-12-2018,5:04:14 p. m.
642,12,35820,60,29-12-2018,5:05:55 p. m.
643,10,35821,60,29-12-2018,5:05:55 p. m.
647,10,35824,120,29-12-2018,5:18:27 p. m.
648,6,35825,120,29-12-2018,5:18:27 p. m.
649,21,35826,30,29-12-2018,5:22:46 p. m.
650,22,35827,30,29-12-2018,5:22:46 p. m.
651,7,35828,30,29-12-2018,5:24:18 p. m.
652,6,35829,60,29-12-2018,5:26:39 p. m.
653,26,35830,30,29-12-2018,5:26:39 p. m.
654,11,35831,30,29-12-2018,5:27:03 p. m.
655,10,35832,60,29-12-2018,5:29:42 p. m.
656,7,35833,30,29-12-2018,5:32:38 p. m.
657,7,35834,30,29-12-2018,5:32:38 p. m.
659,3,35835,60,29-12-2018,5:37:45 p. m.
660,3,35836,60,29-12-2018,5:37:45 p. m.
661,5,35837,60,29-12-2018,5:37:45 p. m.
662,7,35838,60,29-12-2018,5:41:36 p. m.
663,7,35839,60,29-12-2018,5:41:36 p. m.
664,5,35823,30,29-12-2018,5:43:42 p. m.
665,11,35840,120,29-12-2018,5:48:16 p. m.
666,6,35841,120,29-12-2018,5:48:16 p. m.
667,24,35842,30,29-12-2018,5:55:42 p. m.
668,25,35843,30,29-12-2018,5:55:42 p. m.
669,12,35844,30,29-12-2018,5:56:43 p. m.
670,10,35845,30,29-12-2018,5:56:43 p. m.
671,48,35846,30,29-12-2018,5:56:43 p. m.
672,9,35847,30,29-12-2018,5:58:22 p. m.
677,8,35848,90,29-12-2018,6:03:57 p. m.
678,9,35849,90,29-12-2018,6:03:57 p. m.
679,9,35850,30,29-12-2018,6:07:24 p. m.
680,6,35851,30,29-12-2018,6:07:24 p. m.
681,24,35852,60,29-12-2018,6:09:17 p. m.
682,2,35853,60,29-12-2018,6:09:17 p. m.
683,25,35854,30,29-12-2018,6:11:23 p. m.
684,33,35855,30,29-12-2018,6:11:23 p. m.
685,11,35856,30,29-12-2018,6:11:44 p. m.
686,14,35857,30,29-12-2018,6:14:18 p. m.
687,7,35858,30,29-12-2018,6:14:18 p. m.
688,9,35859,30,29-12-2018,6:16:10 p. m.
689,4,35860,30,29-12-2018,6:16:10 p. m.
690,12,35861,30,29-12-2018,6:18:34 p. m.
691,7,35862,30,29-12-2018,6:18:34 p. m.
692,3,35863,30,29-12-2018,6:18:34 p. m.
693,5,35378,30,29-12-2018,6:19:51 p. m.
694,12,35864,30,29-12-2018,6:22:08 p. m.
695,10,35865,30,29-12-2018,6:22:08 p. m.
697,35,35866,60,29-12-2018,6:33:11 p. m.
698,7,35867,60,29-12-2018,6:33:11 p. m.
699,5,35868,60,29-12-2018,6:33:11 p. m.
700,2,22005,30,29-12-2018,6:34:04 p. m.
701,3,35869,30,29-12-2018,6:37:33 p. m.
704,5,35870,30,29-12-2018,6:42:44 p. m.
705,32,35638,30,29-12-2018,6:48:26 p. m.
706,2,35639,30,29-12-2018,6:48:26 p. m.
708,10,35872,30,29-12-2018,6:51:01 p. m.
709,8,35871,60,29-12-2018,6:53:26 p. m.
710,12,35873,30,29-12-2018,6:56:18 p. m.
711,6,35874,30,29-12-2018,6:56:18 p. m.
712,5,35875,30,29-12-2018,7:00:22 p. m.
713,2,35876,30,29-12-2018,7:00:22 p. m.
714,11,35877,60,29-12-2018,7:02:40 p. m.
715,7,35878,60,29-12-2018,7:02:40 p. m.
716,6,35879,60,29-12-2018,7:04:50 p. m.
717,12,35864,30,29-12-2018,7:05:07 p. m.
718,10,35865,30,29-12-2018,7:05:07 p. m.
719,5,35378,30,29-12-2018,7:07:02 p. m.
720,4,35880,30,29-12-2018,7:07:29 p. m.
723,9,35883,30,29-12-2018,7:19:20 p. m.
724,8,35884,30,29-12-2018,7:19:20 p. m.
725,3,35869,30,29-12-2018,7:22:07 p. m.
726,2,35885,30,29-12-2018,7:27:50 p. m.
727,5,35886,30,29-12-2018,7:27:50 p. m.
730,5,35887,30,29-12-2018,7:31:44 p. m.
731,4,35888,30,29-12-2018,7:31:44 p. m.
733,6,35889,30,29-12-2018,7:34:57 p. m.
