n°visita,Edad,idjumper,tiempo,fecha,hora
13,23,3,60,15-12-2018,12:00:00 a. m.
14,37,6,60,15-12-2018,12:00:00 a. m.
15,24,7,60,15-12-2018,12:00:00 a. m.
16,62,2,30,15-12-2018,12:00:00 a. m.
17,28,5,30,15-12-2018,12:00:00 a. m.
21,20,8,60,15-12-2018,12:00:00 a. m.
22,23,3,60,15-12-2018,12:00:00 a. m.
